,Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,PhotoAmt,Adopted
10097,Cat,3,Domestic Short Hair,Female,Black,Cream,Small,Short,Yes,No,Healthy,0,12,Yes
10098,Cat,18,Domestic Short Hair,Female,Brown,White,Large,Short,No,No,Healthy,0,4,Yes
10099,Cat,1,Domestic Short Hair,Male,Brown,White,Medium,Short,No,No,Healthy,0,2,Yes
10100,Cat,3,Domestic Short Hair,Male,Black,No Color,Medium,Short,No,No,Healthy,0,2,Yes
10101,Dog,1,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,4,Yes
10102,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,6,Yes
10103,Dog,1,Mixed Breed,Male,Cream,White,Medium,Short,No,No,Healthy,0,9,Yes
10104,Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,3,No
10105,Dog,84,German Shepherd Dog,Female,Black,Yellow,Medium,Medium,Yes,Yes,Healthy,0,2,No
10106,Dog,2,Mixed Breed,Female,Black,Yellow,Medium,Short,No,No,Healthy,0,13,Yes
10107,Cat,3,Domestic Medium Hair,Female,Cream,No Color,Medium,Medium,No,No,Healthy,0,6,Yes
10108,Dog,24,Mixed Breed,Female,Yellow,No Color,Large,Medium,Not Sure,Not Sure,Minor Injury,0,1,Yes
10109,Dog,3,Mixed Breed,Female,Brown,White,Medium,Short,Not Sure,No,Healthy,0,3,Yes
10110,Dog,7,Mixed Breed,Female,Black,Brown,Small,Short,Yes,Yes,Healthy,0,24,No
10111,Cat,1,Domestic Short Hair,Female,Black,No Color,Small,Short,No,No,Healthy,0,2,Yes
10112,Dog,60,Shih Tzu,Male,Brown,White,Medium,Medium,Yes,No,Minor Injury,0,1,Yes
10113,Dog,54,Chihuahua,Female,Cream,White,Small,Short,Yes,Yes,Healthy,100,3,Yes
10114,Dog,4,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,No,Healthy,50,5,Yes
10115,Dog,12,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,No
10116,Cat,4,Domestic Medium Hair,Female,Brown,No Color,Small,Medium,No,No,Healthy,0,1,Yes
10117,Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,7,Yes
10118,Cat,2,Siamese,Female,Brown,White,Small,Medium,No,No,Healthy,0,5,Yes
10119,Cat,3,Persian,Male,Golden,White,Large,Medium,Not Sure,Not Sure,Healthy,0,2,Yes
10120,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,1,Yes
10121,Dog,2,Spitz,Male,Brown,Golden,Medium,Medium,No,No,Healthy,0,5,Yes
10122,Dog,12,Mixed Breed,Female,Brown,White,Medium,Short,Yes,Yes,Healthy,0,1,Yes
10123,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,Not Sure,Healthy,0,2,Yes
10124,Cat,9,Persian,Female,Black,Gray,Medium,Medium,Yes,Yes,Healthy,0,3,Yes
10125,Cat,2,Tabby,Male,Gray,No Color,Small,Short,No,No,Healthy,0,6,Yes
10126,Cat,2,Domestic Short Hair,Male,Brown,No Color,Small,Short,No,No,Healthy,0,3,Yes
10127,Cat,2,Domestic Short Hair,Female,Black,White,Small,Short,No,No,Healthy,0,4,Yes
10128,Cat,2,Siamese,Female,Brown,White,Medium,Medium,No,No,Healthy,0,2,Yes
10129,Cat,2,Domestic Short Hair,Male,Black,No Color,Small,Short,No,No,Healthy,50,1,No
10130,Dog,5,Poodle,Male,Brown,No Color,Small,Medium,Yes,Yes,Healthy,0,2,Yes
10131,Dog,2,Mixed Breed,Male,White,No Color,Medium,Short,No,No,Healthy,0,4,Yes
10132,Dog,5,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,5,Yes
10133,Dog,24,Shih Tzu,Female,Brown,White,Small,Medium,Yes,Yes,Healthy,0,1,Yes
10134,Cat,3,Siamese,Female,Brown,Cream,Medium,Short,No,No,Healthy,0,6,Yes
10135,Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,2,Yes
10136,Cat,2,Domestic Short Hair,Female,Black,White,Small,Short,Not Sure,Not Sure,Healthy,0,5,Yes
10137,Dog,2,Mixed Breed,Female,Cream,White,Medium,Medium,No,No,Healthy,0,4,Yes
10138,Dog,3,German Shepherd Dog,Female,Black,Brown,Medium,Medium,No,No,Healthy,200,2,Yes
10139,Dog,4,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,No,Healthy,0,1,No
10140,Cat,4,Domestic Short Hair,Male,Golden,No Color,Medium,Short,Yes,Yes,Healthy,100,2,Yes
10141,Cat,12,Domestic Short Hair,Female,White,No Color,Small,Short,No,No,Minor Injury,0,2,No
10142,Dog,4,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,2,Yes
10143,Dog,18,Shih Tzu,Male,Brown,Golden,Medium,Medium,Yes,No,Healthy,150,2,Yes
10144,Dog,12,Mixed Breed,Male,Black,White,Medium,Short,Yes,Yes,Healthy,0,2,No
10145,Cat,5,Domestic Short Hair,Male,Cream,White,Medium,Medium,No,No,Healthy,0,3,Yes
10146,Cat,5,Domestic Medium Hair,Female,Black,Yellow,Medium,Medium,No,Yes,Healthy,0,1,Yes
10147,Cat,12,Domestic Long Hair,Female,Gray,No Color,Medium,Medium,Not Sure,No,Minor Injury,0,2,Yes
10148,Dog,10,Mixed Breed,Male,Black,Brown,Medium,Medium,No,Yes,Healthy,0,1,Yes
10149,Cat,21,Tabby,Female,Yellow,White,Medium,Short,Yes,Yes,Minor Injury,0,2,No
10150,Dog,3,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,7,No
10151,Dog,2,Mixed Breed,Female,Brown,White,Large,Short,Yes,Yes,Healthy,0,1,Yes
10152,Cat,4,Domestic Short Hair,Male,Black,No Color,Medium,Short,Yes,No,Healthy,0,0,Yes
10153,Cat,1,Domestic Short Hair,Male,Black,No Color,Medium,Short,No,No,Healthy,0,3,Yes
10154,Cat,12,Domestic Short Hair,Male,Black,White,Medium,Short,Not Sure,No,Healthy,0,3,No
10155,Cat,2,American Shorthair,Female,Black,Yellow,Medium,Short,No,No,Healthy,20,1,Yes
10156,Cat,5,Domestic Medium Hair,Female,Brown,Yellow,Medium,Medium,Yes,No,Healthy,0,3,Yes
10157,Dog,9,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,2,Yes
10158,Cat,2,Domestic Medium Hair,Female,Black,White,Medium,Medium,No,Not Sure,Healthy,0,4,Yes
10159,Dog,2,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,No,Healthy,150,1,No
10160,Dog,24,Terrier,Female,White,No Color,Medium,Medium,Not Sure,Not Sure,Minor Injury,0,0,No
10161,Cat,2,Siamese,Male,Brown,Cream,Medium,Short,No,No,Healthy,50,2,Yes
10162,Dog,4,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,Yes
10163,Dog,3,Mixed Breed,Male,Golden,No Color,Medium,Short,Yes,Yes,Healthy,0,3,Yes
10164,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,1,Yes
10165,Dog,36,Mixed Breed,Male,Brown,No Color,Large,Medium,Yes,Yes,Healthy,150,1,No
10166,Dog,8,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,1,No
10167,Dog,5,Golden Retriever,Female,Golden,No Color,Small,Medium,Not Sure,No,Healthy,0,8,Yes
10168,Cat,24,Domestic Long Hair,Male,White,No Color,Medium,Medium,Not Sure,No,Healthy,0,3,Yes
10169,Dog,24,Black Labrador Retriever,Male,Black,White,Medium,Long,Yes,No,Healthy,0,0,No
10170,Cat,2,Domestic Medium Hair,Female,Gray,White,Medium,Medium,Yes,No,Healthy,0,2,Yes
10171,Cat,3,Domestic Short Hair,Female,Black,White,Medium,Short,Not Sure,Not Sure,Healthy,0,2,Yes
10172,Dog,60,Pekingese,Female,Brown,No Color,Small,Long,Yes,No,Minor Injury,50,9,Yes
10173,Cat,5,American Shorthair,Female,Golden,Yellow,Medium,Short,Not Sure,No,Healthy,0,2,No
10174,Cat,2,Tabby,Female,Black,White,Medium,Medium,Yes,No,Healthy,50,4,Yes
10175,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,3,Yes
10176,Cat,12,Siamese,Female,Brown,White,Medium,Short,Yes,No,Healthy,0,1,No
10177,Dog,3,Jack Russell Terrier,Female,Brown,White,Medium,Short,Yes,No,Healthy,500,1,Yes
10178,Cat,1,Domestic Short Hair,Male,Golden,Yellow,Medium,Short,No,No,Healthy,0,3,Yes
10179,Cat,12,Domestic Medium Hair,Female,Black,Brown,Medium,Medium,Not Sure,Not Sure,Healthy,75,2,No
10180,Dog,48,Golden Retriever,Female,Golden,No Color,Medium,Medium,Not Sure,No,Healthy,0,1,No
10181,Dog,1,Mixed Breed,Male,Black,White,Medium,Medium,Yes,Not Sure,Healthy,10,5,No
10182,Dog,4,Mixed Breed,Female,Black,Yellow,Large,Medium,No,No,Healthy,0,5,Yes
10183,Cat,2,Domestic Short Hair,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,3,Yes
10184,Dog,2,Mixed Breed,Female,Golden,No Color,Medium,Medium,No,No,Healthy,0,5,Yes
10185,Cat,2,Domestic Short Hair,Male,Gray,No Color,Medium,Short,Yes,No,Healthy,0,12,Yes
10186,Dog,12,Shih Tzu,Male,Brown,Cream,Small,Medium,Yes,Yes,Healthy,0,11,Yes
10187,Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,No,Healthy,0,1,Yes
10188,Cat,12,Domestic Short Hair,Female,Gray,White,Medium,Short,No,Yes,Healthy,50,4,Yes
10189,Dog,2,Miniature Pinscher,Male,Black,Brown,Small,Short,No,No,Healthy,0,5,Yes
10190,Cat,4,Domestic Short Hair,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,1,Yes
10191,Cat,4,Tabby,Male,Yellow,White,Medium,Short,Yes,Not Sure,Healthy,0,2,Yes
10192,Cat,1,Domestic Medium Hair,Female,Golden,Cream,Medium,Medium,No,No,Healthy,40,7,Yes
10193,Cat,4,Calico,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,50,9,Yes
10194,Dog,2,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,No,Healthy,50,30,Yes
10195,Dog,1,Labrador Retriever,Female,Black,Brown,Medium,Short,Yes,No,Healthy,50,2,Yes
10196,Dog,5,Mixed Breed,Female,Golden,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,3,No
10197,Cat,1,Ragdoll,Male,Brown,Cream,Medium,Long,Yes,No,Healthy,250,8,Yes
10198,Cat,2,Domestic Medium Hair,Female,Black,Gray,Medium,Medium,No,No,Healthy,50,11,Yes
10199,Cat,8,Burmese,Female,Black,Yellow,Medium,Medium,Yes,Yes,Healthy,0,1,Yes
10200,Dog,32,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,1,No
10201,Cat,6,Siamese,Male,Gray,No Color,Medium,Short,Yes,No,Healthy,0,2,Yes
10202,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,1,No
10203,Cat,2,Domestic Medium Hair,Male,Black,Gray,Medium,Medium,Yes,No,Minor Injury,0,5,Yes
10204,Dog,39,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,3,No
10205,Cat,1,Domestic Short Hair,Male,Brown,Gray,Small,Short,No,No,Healthy,0,3,Yes
10206,Dog,6,Mixed Breed,Male,Golden,No Color,Small,Short,Yes,Yes,Healthy,0,4,No
10207,Dog,26,Husky,Female,Brown,Cream,Medium,Long,Yes,Not Sure,Healthy,0,4,No
10208,Cat,2,Domestic Short Hair,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,7,Yes
10209,Cat,1,Domestic Short Hair,Female,Yellow,White,Medium,Short,No,No,Healthy,0,4,Yes
10210,Cat,6,Ragamuffin,Male,Golden,White,Medium,Medium,No,No,Healthy,0,9,Yes
10211,Cat,24,Oriental Short Hair,Female,White,No Color,Medium,Short,Yes,No,Minor Injury,1,2,No
10212,Dog,2,Mixed Breed,Male,Cream,No Color,Medium,Medium,No,No,Healthy,0,4,Yes
10213,Dog,2,Lancashire Heeler,Female,Black,Brown,Medium,Short,No,Not Sure,Healthy,0,1,Yes
10214,Dog,12,Mixed Breed,Male,Cream,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,5,No
10215,Cat,2,Domestic Medium Hair,Female,Gray,White,Small,Medium,Yes,No,Healthy,0,1,Yes
10216,Dog,1,Mixed Breed,Male,Black,White,Small,Short,Not Sure,Not Sure,Healthy,0,4,No
10217,Dog,12,Corgi,Male,Brown,No Color,Medium,Medium,Yes,Yes,Healthy,0,2,Yes
10218,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,4,Yes
10219,Dog,4,Mixed Breed,Male,Black,No Color,Large,Medium,Yes,No,Healthy,0,5,Yes
10220,Dog,9,Maltese,Male,White,No Color,Small,Medium,Yes,No,Healthy,0,1,Yes
10221,Dog,17,Mixed Breed,Female,Black,Brown,Small,Short,Yes,Yes,Healthy,100,2,No
10222,Dog,4,Jack Russell Terrier,Male,Cream,No Color,Medium,Short,No,No,Minor Injury,0,1,Yes
10223,Cat,6,Domestic Short Hair,Female,Brown,Yellow,Medium,Short,Yes,Yes,Healthy,0,5,No
10224,Cat,24,Burmese,Female,Brown,Golden,Medium,Medium,Yes,No,Healthy,0,3,Yes
10225,Dog,2,Mixed Breed,Male,Brown,White,Medium,Medium,No,No,Healthy,0,3,Yes
10226,Cat,2,Tabby,Male,Brown,Yellow,Medium,Short,No,No,Healthy,0,2,Yes
10227,Dog,4,Mixed Breed,Female,Brown,White,Medium,Short,Yes,No,Healthy,0,16,Yes
10228,Cat,2,Domestic Short Hair,Male,Yellow,White,Medium,Short,Yes,No,Healthy,0,1,No
10229,Cat,3,Domestic Medium Hair,Female,Cream,Gray,Medium,Short,No,No,Healthy,0,1,Yes
10230,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,4,Yes
10231,Dog,5,Jack Russell Terrier,Male,Brown,White,Medium,Short,Yes,Yes,Healthy,0,6,Yes
10232,Cat,4,Domestic Short Hair,Female,Gray,No Color,Medium,Short,No,No,Healthy,50,6,Yes
10233,Dog,6,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,1,No
10234,Cat,7,Domestic Long Hair,Female,Gray,No Color,Medium,Long,Yes,No,Healthy,100,4,Yes
10235,Cat,39,Snowshoe,Female,Brown,White,Medium,Short,Yes,Yes,Healthy,0,4,No
10236,Cat,4,Domestic Short Hair,Female,Yellow,Gray,Medium,Short,No,No,Healthy,0,3,No
10237,Cat,5,Domestic Short Hair,Male,Black,White,Small,Medium,Yes,No,Minor Injury,50,5,Yes
10238,Dog,1,Mixed Breed,Female,Black,Brown,Small,Short,No,Not Sure,Healthy,0,1,No
10239,Dog,1,Mixed Breed,Male,Black,White,Medium,Medium,No,No,Healthy,0,2,Yes
10240,Dog,96,English Cocker Spaniel,Female,Brown,No Color,Medium,Medium,Yes,Not Sure,Healthy,50,1,No
10241,Dog,96,Husky,Female,Brown,No Color,Large,Medium,Yes,Yes,Healthy,350,2,No
10242,Cat,3,Domestic Short Hair,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,3,Yes
10243,Dog,3,Black Labrador Retriever,Female,Black,No Color,Medium,Short,Not Sure,No,Healthy,0,2,Yes
10244,Cat,12,Oriental Short Hair,Male,Black,White,Large,Medium,No,No,Healthy,0,3,Yes
10245,Cat,2,Domestic Short Hair,Female,Brown,Yellow,Small,Short,Not Sure,No,Healthy,0,8,Yes
10246,Dog,2,Mixed Breed,Female,Brown,White,Medium,Short,Not Sure,No,Healthy,0,9,Yes
10247,Dog,2,Mixed Breed,Male,Black,No Color,Small,Short,Not Sure,Not Sure,Healthy,0,5,Yes
10248,Dog,6,Mixed Breed,Male,Black,No Color,Medium,Short,Yes,Yes,Healthy,0,1,Yes
10249,Cat,3,Abyssinian,Female,Gray,No Color,Medium,Medium,No,No,Healthy,0,3,Yes
10250,Dog,24,Mixed Breed,Male,White,No Color,Large,Short,Yes,Yes,Healthy,0,16,No
10251,Dog,6,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,1,Yes
10252,Dog,2,Mixed Breed,Male,Black,White,Medium,Short,Yes,No,Healthy,0,2,Yes
10253,Cat,12,Oriental Short Hair,Female,Yellow,White,Medium,Medium,Not Sure,Not Sure,Healthy,1,3,No
10254,Cat,5,Domestic Medium Hair,Female,Yellow,Gray,Small,Medium,Not Sure,Not Sure,Healthy,5,0,No
10255,Dog,12,Poodle,Male,Brown,Cream,Medium,Medium,Yes,Yes,Healthy,0,8,Yes
10256,Cat,24,Domestic Short Hair,Female,Yellow,No Color,Medium,Short,Yes,No,Healthy,0,6,Yes
10257,Dog,6,Mixed Breed,Male,Brown,White,Large,Short,Yes,Yes,Healthy,0,4,Yes
10258,Cat,2,Domestic Long Hair,Male,Black,White,Medium,Long,No,No,Healthy,50,4,Yes
10259,Dog,2,Mixed Breed,Female,Brown,Cream,Medium,Long,Yes,No,Healthy,0,5,Yes
10260,Cat,12,Bombay,Male,Black,No Color,Small,Short,Yes,Yes,Healthy,120,0,No
10261,Cat,6,Domestic Short Hair,Female,Black,Golden,Small,Medium,Not Sure,Not Sure,Healthy,0,1,No
10262,Cat,3,Domestic Short Hair,Female,Black,Golden,Small,Short,Not Sure,Not Sure,Healthy,0,2,No
10263,Dog,2,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,Yes,Healthy,0,6,No
10264,Dog,3,Rottweiler,Male,Black,Yellow,Medium,Medium,Yes,No,Healthy,0,4,Yes
10265,Dog,72,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,100,2,Yes
10266,Cat,24,Persian,Female,Cream,No Color,Medium,Long,Not Sure,No,Healthy,0,5,Yes
10267,Cat,1,Domestic Short Hair,Male,Yellow,White,Medium,Short,No,No,Healthy,0,3,Yes
10268,Cat,8,Domestic Short Hair,Female,Black,Yellow,Small,Short,Not Sure,Not Sure,Healthy,0,6,No
10269,Cat,12,Tuxedo,Female,Black,White,Medium,Short,Yes,Yes,Healthy,0,2,No
10270,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,2,Yes
10271,Dog,12,Mixed Breed,Male,Brown,Cream,Medium,Short,Yes,Not Sure,Healthy,0,2,Yes
10272,Dog,3,Mixed Breed,Female,Brown,White,Medium,Medium,Yes,No,Healthy,0,1,Yes
10273,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,1,Yes
10274,Cat,2,Bengal,Male,Black,Gray,Small,Medium,No,No,Healthy,50,5,Yes
10275,Cat,1,Domestic Long Hair,Female,Black,Brown,Large,Long,No,Not Sure,Healthy,0,4,Yes
10276,Cat,24,Domestic Short Hair,Female,Gray,White,Small,Short,Yes,Yes,Healthy,100,2,Yes
10277,Dog,2,Mixed Breed,Female,Brown,White,Medium,Short,No,No,Healthy,5,1,Yes
10278,Cat,2,Domestic Short Hair,Male,Golden,White,Medium,Short,Yes,No,Healthy,0,11,Yes
10279,Dog,27,Mixed Breed,Female,Brown,White,Small,Short,Yes,Yes,Healthy,0,1,Yes
10280,Cat,4,Domestic Short Hair,Female,Gray,No Color,Medium,Short,Yes,No,Healthy,0,5,Yes
10281,Dog,6,German Pinscher,Female,Black,No Color,Medium,Short,Not Sure,No,Healthy,0,3,Yes
10282,Cat,8,Oriental Short Hair,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,8,Yes
10283,Dog,4,Mixed Breed,Female,Black,No Color,Medium,Medium,Yes,No,Healthy,0,1,Yes
10284,Dog,1,Mixed Breed,Male,Black,Brown,Medium,Medium,Not Sure,Not Sure,Healthy,0,2,No
10285,Cat,5,Domestic Short Hair,Male,Cream,White,Medium,Short,No,No,Healthy,0,3,Yes
10286,Cat,2,Domestic Long Hair,Female,Black,Yellow,Small,Long,No,No,Healthy,0,2,Yes
10287,Cat,12,Domestic Medium Hair,Female,Brown,Cream,Medium,Medium,Yes,Not Sure,Healthy,0,2,Yes
10288,Cat,2,Domestic Short Hair,Female,Brown,Yellow,Medium,Short,No,No,Healthy,0,3,Yes
10289,Dog,10,Mixed Breed,Male,Black,No Color,Medium,Short,Yes,Not Sure,Healthy,50,1,No
10290,Cat,2,Domestic Medium Hair,Female,Black,No Color,Medium,Medium,No,No,Healthy,0,1,Yes
10291,Dog,4,Australian Terrier,Female,Brown,White,Large,Long,Yes,No,Healthy,0,3,Yes
10292,Dog,3,Mixed Breed,Female,Black,No Color,Medium,Medium,Yes,No,Healthy,0,1,Yes
10293,Dog,1,Mixed Breed,Female,Black,White,Medium,Medium,Yes,Not Sure,Healthy,0,2,No
10294,Dog,12,Pug,Female,Cream,No Color,Small,Short,Yes,No,Healthy,350,1,Yes
10295,Cat,29,Domestic Short Hair,Male,Black,White,Small,Short,Yes,No,Healthy,0,4,No
10296,Cat,2,Tabby,Female,Gray,No Color,Small,Short,Not Sure,No,Healthy,0,0,No
10297,Cat,2,Domestic Short Hair,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,3,Yes
10298,Cat,4,Domestic Short Hair,Male,Black,Brown,Large,Short,No,No,Healthy,0,3,Yes
10299,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,1,Yes
10300,Dog,5,Mixed Breed,Male,Cream,White,Medium,Medium,Yes,No,Healthy,0,1,Yes
10301,Cat,1,Tabby,Male,Gray,No Color,Small,Short,No,No,Healthy,0,7,Yes
10302,Cat,14,American Shorthair,Male,Cream,White,Medium,Medium,Yes,Yes,Healthy,0,5,Yes
10303,Cat,1,Domestic Short Hair,Male,Black,Gray,Medium,Short,No,No,Healthy,0,3,Yes
10304,Dog,3,Mixed Breed,Male,Brown,No Color,Large,Medium,Yes,No,Healthy,0,1,No
10305,Dog,7,Mixed Breed,Female,Brown,White,Medium,Short,Yes,No,Healthy,0,1,No
10306,Dog,9,Beagle,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,5,Yes
10307,Dog,12,Mixed Breed,Female,Black,White,Medium,Medium,Not Sure,Yes,Healthy,0,1,No
10308,Cat,2,Domestic Short Hair,Female,Gray,No Color,Medium,Short,No,No,Healthy,0,1,Yes
10309,Dog,12,Mixed Breed,Female,Brown,No Color,Small,Short,Yes,Yes,Healthy,0,3,Yes
10310,Dog,238,Mixed Breed,Male,White,No Color,Medium,Short,Yes,Yes,Healthy,0,10,No
10311,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,5,Yes
10312,Dog,1,Mixed Breed,Female,Brown,White,Medium,Short,No,No,Healthy,50,5,Yes
10313,Dog,12,Mixed Breed,Female,Black,No Color,Medium,Medium,No,Yes,Healthy,0,4,No
10314,Cat,2,Bengal,Female,Black,Golden,Medium,Short,No,No,Healthy,0,1,Yes
10315,Dog,21,Mixed Breed,Female,Yellow,Cream,Medium,Medium,Yes,No,Healthy,0,2,Yes
10316,Dog,5,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,No,Healthy,0,2,Yes
10317,Dog,2,Mixed Breed,Female,Cream,White,Medium,Short,No,Not Sure,Healthy,0,2,Yes
10318,Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Medium,No,No,Healthy,0,1,Yes
10319,Cat,12,Tabby,Male,Black,Gray,Medium,Short,No,No,Healthy,0,2,No
10320,Dog,36,Mixed Breed,Female,Brown,White,Medium,Medium,Yes,Yes,Healthy,0,1,No
10321,Dog,6,Mixed Breed,Male,Brown,Cream,Medium,Short,Yes,Yes,Healthy,0,6,Yes
10322,Cat,36,British Shorthair,Female,Brown,White,Medium,Short,Yes,Yes,Healthy,250,1,No
10323,Dog,60,Mixed Breed,Male,Brown,Cream,Medium,Medium,Yes,Yes,Healthy,0,4,No
10324,Cat,4,Abyssinian,Male,White,No Color,Small,Short,No,No,Healthy,1,3,No
10325,Dog,48,Pug,Female,Black,Cream,Medium,Short,Yes,Yes,Healthy,0,2,Yes
10326,Cat,2,Domestic Short Hair,Male,Black,White,Medium,Medium,No,No,Healthy,0,4,Yes
10327,Dog,3,Mixed Breed,Female,Cream,White,Medium,Short,Yes,No,Healthy,0,3,Yes
10328,Cat,4,Tabby,Male,Brown,Cream,Medium,Short,No,No,Healthy,0,3,Yes
10329,Dog,12,Mixed Breed,Male,Black,Golden,Medium,Medium,Yes,No,Healthy,100,10,No
10330,Cat,18,Domestic Short Hair,Female,Black,Brown,Small,Short,Yes,Yes,Healthy,0,5,Yes
10331,Dog,1,Mixed Breed,Male,White,No Color,Medium,Short,No,No,Healthy,0,1,Yes
10332,Dog,12,Mixed Breed,Male,Cream,No Color,Large,Short,Yes,Yes,Healthy,0,2,Yes
10333,Cat,12,Domestic Short Hair,Female,Brown,White,Medium,Short,Yes,Yes,Minor Injury,0,1,Yes
10334,Cat,3,Domestic Short Hair,Female,Cream,No Color,Small,Short,No,No,Healthy,0,2,Yes
10335,Dog,36,Golden Retriever,Male,Golden,No Color,Medium,Medium,Yes,Not Sure,Healthy,0,2,Yes
10336,Dog,2,Mixed Breed,Male,Black,Brown,Small,Short,No,Yes,Healthy,0,1,Yes
10337,Dog,11,Bull Terrier,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,5,Yes
10338,Cat,2,Domestic Short Hair,Male,Black,Brown,Medium,Short,No,No,Healthy,0,3,Yes
10339,Dog,9,Mixed Breed,Female,White,No Color,Medium,Short,Yes,Yes,Healthy,0,2,Yes
10340,Cat,1,Domestic Medium Hair,Male,Cream,Gray,Medium,Medium,Yes,No,Healthy,0,2,Yes
10341,Cat,6,Domestic Short Hair,Male,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,6,Yes
10342,Dog,3,Mixed Breed,Female,Yellow,White,Medium,Short,No,No,Minor Injury,0,2,Yes
10343,Cat,5,Domestic Short Hair,Male,Black,Brown,Small,Medium,Yes,No,Healthy,0,3,No
10344,Dog,6,Doberman Pinscher,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,1,Yes
10345,Cat,3,Domestic Short Hair,Male,Black,Gray,Medium,Short,No,No,Healthy,0,3,Yes
10346,Dog,1,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,4,Yes
10347,Dog,8,Doberman Pinscher,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,450,5,Yes
10348,Cat,19,Domestic Short Hair,Male,Yellow,No Color,Medium,Short,Yes,Yes,Healthy,0,5,No
10349,Dog,12,Mixed Breed,Female,Brown,Cream,Medium,Short,Yes,Yes,Healthy,0,3,No
10350,Cat,2,Domestic Short Hair,Female,Gray,White,Medium,Short,Not Sure,No,Healthy,0,2,No
10351,Dog,1,Collie,Female,Black,Cream,Medium,Short,No,No,Healthy,0,5,Yes
10352,Dog,2,Mixed Breed,Female,Golden,No Color,Medium,Short,Yes,No,Healthy,0,2,Yes
10353,Cat,2,Siamese,Female,Brown,White,Small,Short,No,No,Minor Injury,0,10,Yes
10354,Cat,60,Siamese,Female,Brown,No Color,Large,Short,Yes,Yes,Healthy,0,2,No
10355,Dog,19,Jack Russell Terrier,Male,Black,Brown,Medium,Short,Yes,No,Healthy,500,4,No
10356,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,6,Yes
